"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"4",521230,"Hendriks, Liam","2021-09-11","21","19.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2255","86.3","87.33","1","1","3","1.0","6.78","116","168","127","152","299","326","302"
"4",433589,"Petit, Yusmeiro","2021-04-23","21","19.0","0.000","0.000","0.000","0.000","0.000","0.255","0.270","0","2","92.3","18.0","1932","73.7","74.70","1","2","2","1.0","7.13","91","151","128","149","300","324","305"
"4",521230,"Hendriks, Liam","2021-09-07","11","36.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2182","85.9","87.00","1","1","3","1.1","6.95","122","149","120","155","305","320","305"
"4",573204,"Thielbar, Caleb","2021-05-02","23","17.4",,,,,,,,,,,,"2582","72.3","71.68","1","1","3","-0.6","6.38","102","155","119","146","304","330","298"
"4",433589,"Petit, Yusmeiro","2021-04-04","26","15.4",,,,,,,,,,,,"1898","73.7","74.78","0","0","4","1.1","7.10","119","154","137","167","310","325","298"
"4",641907,"Murphy, Patrick","2021-09-28","16","25.0","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2304","85.3","85.93","3","3","1","0.6","6.43","123","149","117","146","299","339","312"
"4",573204,"Thielbar, Caleb","2021-05-11","41","9.8","0.500","0.000","1.000","0.500","0.440","0.448","0.445","1","2","99.7","13.0","2397","71.2","70.95","0","1","3","-0.2","6.48","100","150","119","147","307","339","296"
"4",519455,"Zimmermann, Jordan","2021-05-02","56","7.1","1.000","1.000","1.000","2.000","1.242","1.212","0.803","1","1","105.6","21.0","2374","79.6","79.23","0","1","3","-0.4","5.93","113","154","121","150","297","324","297"
"4",506433,"Darvish, Yu","2021-09-23","96","4.2",,,,,,,,,,,,"2667","71.2","70.58","0","1","3","-0.6","6.40","131","176","136","138","291","319","317"
"4",573204,"Thielbar, Caleb","2021-05-30","22","18.2","1.000","0.000","1.000","1.000","0.879","0.929","0.969","1","1","87.7","15.0","2405","71.2","70.98","0","2","2","-0.2","6.35","105","153","108","147","301","315","294"
"4",622446,"Rodriguez, Jefry","2021-07-02","31","12.9",,,,,,,,,,,,"2337","80.9","81.83","1","2","2","0.9","6.85","114","151","113","148","294","320","294"
"4",592346,"González, Chi Chi","2021-06-27","91","4.4",,,,,,,,,,,,"2414","81.0","80.43","0","2","2","-0.6","5.65","120","158","127","150","291","322","303"
"4",573204,"Thielbar, Caleb","2021-06-21","19","21.1","0.000","0.000","0.000","0.000","0.000","0.476","0.529","0","1","94.8","7.0","2290","70.8","70.18","0","1","3","-0.6","5.98","105","161","127","149","296","327","295"
"4",670955,"Uceta, Edwin","2021-05-16","54","7.4",,,,,,,,,,,,"2491","79.7","79.88","0","1","3","0.2","6.43","103","155","123","152","299","318","297"
"4",670955,"Uceta, Edwin","2021-05-07","26","15.4",,,,,,,,,,,,"2442","79.0","78.98","0","0","4","0.0","6.20","118","162","115","150","300","313","290"
"4",521230,"Hendriks, Liam","2021-08-18","23","17.4",,,,,,,,,,,,"2238","86.6","87.43","1","2","2","0.8","6.90","117","149","121","154","302","314","301"
"4",605513,"Turnbull, Spencer","2021-06-04","56","7.1",,,,,,,,,,,,"2590","80.2","79.88","1","1","3","-0.3","6.13","114","160","117","149","293","314","300"
"4",663423,"Thornton, Trent","2021-06-16","23","17.4","0.500","0.000","1.000","0.500","0.440","0.284","0.316","1","2","93.0","10.0","2639","81.8","80.85","0","1","3","-0.9","5.75","94","157","126","151","301","308","282"
"4",476595,"Luetge, Lucas","2021-04-30","16","25.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2694","75.5","75.23","1","1","3","-0.3","6.35","114","165","130","152","298","326","286"
"4",670955,"Uceta, Edwin","2021-05-29","27","14.8","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2417","80.7","80.98","0","1","3","0.3","6.23","115","146","132","142","294","318","299"
"4",476595,"Luetge, Lucas","2021-04-09","49","8.2",,,,,,,,,,,,"2763","74.7","74.00","0","0","4","-0.7","6.50","117","154","128","150","288","323","297"
"4",476595,"Luetge, Lucas","2021-06-06","26","15.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2713","75.1","74.35","0","3","1","-0.7","6.05","124","152","121","148","306","330","288"
"4",457915,"Guerra, Javy","2021-08-04","21","19.0","1.000","1.000","1.000","2.000","1.242","0.301","0.257","1","1","96.0","21.0","2426","78.7","78.33","1","2","2","-0.4","5.95","122","163","111","148","297","309","308"
"4",476595,"Luetge, Lucas","2021-04-06","25","16.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2715","75.3","74.58","1","2","2","-0.7","6.15","115","157","128","152","298","324","284"
"4",605135,"Bassitt, Chris","2021-04-01","68","5.9","0.000","0.000","0.000","0.000","0.000","0.538","0.363","0","1","96.6","26.0","2274","71.5","71.18","0","1","3","-0.3","6.53","120","152","131","165","301","322","295"
"4",527048,"Pérez, Martín","2021-08-24","18","22.2","0.500","1.500","0.000","2.000","1.003","0.931","0.565","1","2","98.3","15.5","2497","80.2","79.88","0","2","2","-0.3","5.88","103","159","125","148","275","318","301"
"4",476595,"Luetge, Lucas","2021-06-20","14","28.6","0.000","0.000","0.000","0.000","0.000","0.306","0.223","0","2","99.3","23.0","2608","75.4","75.15","2","3","1","-0.2","6.23","91","111","98","117","309","336","281"
"4",519293,"Smith, Will","2021-09-09","17","23.5",,,,,,,,,,,,"2016","79.1","78.58","1","3","1","-0.5","6.13","94","138","107","126","312","329","292"
"4",519293,"Smith, Will","2021-09-17","18","22.2",,,,,,,,,,,,"1977","77.4","77.00","1","1","3","-0.4","5.93","112","153","123","146","310","324","285"
"4",519293,"Smith, Will","2021-09-26","31","12.9",,,,,,,,,,,,"1958","77.3","76.73","0","0","4","-0.6","6.15","114","150","114","146","293","324","299"
"4",456501,"Cueto, Johnny","2021-04-14","68","5.9",,,,,,,,"0","0","19.4","2.0","2323","78.8","78.08","0","2","2","-0.7","5.63","107","156","110","148","302","324","286"
"4",598287,"Ramirez, Noé","2021-07-21","14","28.6","0.000","0.000","0.000","0.000","0.000","0.022","0.014","0","1","93.1","40.0","2519","76.8","76.08","0","1","3","-0.7","6.08","118","157","99","152","295","316","288"
"4",476595,"Luetge, Lucas","2021-07-04","24","16.7","0.000","0.000","0.000","0.000","0.000","0.458","0.509","0","1","65.3","18.0","2716","74.8","74.20","0","2","2","-0.6","6.23","91","116","101","112","303","316","276"
"4",476595,"Luetge, Lucas","2021-07-09","19","21.1","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2708","75.5","74.70","1","1","3","-0.8","6.08","98","161","103","146","304","325","288"
"4",621249,"Underwood Jr., Duane","2021-04-04","17","23.5","0.000","0.000","0.000","0.000","0.000","0.732","0.606","0","1","107.0","17.0","2340","80.2","80.58","0","2","2","0.4","6.43","112","151","103","150","296","326","287"
"4",641907,"Murphy, Patrick","2021-09-24","17","23.5",,,,,,,,,,,,"2170","82.4","82.23","0","0","4","-0.2","6.45","109","141","114","140","289","324","290"
"4",500610,"Guerra, Deolis","2021-08-27","20","20.0","0.000","0.000","0.000","0.000","0.000","0.153","0.170","0","1","82.3","-2.0","2189","77.1","77.80","0","2","2","0.7","7.18","122","164","138","151","296","332","305"
"4",621249,"Underwood Jr., Duane","2021-04-16","22","18.2",,,,,,,,,,,,"2683","79.0","78.73","0","0","4","-0.3","6.30","112","151","132","152","299","327","289"
"4",621249,"Underwood Jr., Duane","2021-04-30","18","22.2","0.000","0.000","0.000","0.000","0.000","0.016","0.011","0","1","91.5","50.0","2364","78.6","78.40","0","2","2","-0.2","6.25","113","148","109","142","310","323","281"
"4",476595,"Luetge, Lucas","2021-08-02","13","30.8","0.000","0.000","0.000","0.000","0.000","0.221","0.231","0","1","25.0","-41.0","2637","75.2","74.40","0","1","3","-0.8","6.20","116","152","114","149","307","325","287"
"4",521230,"Hendriks, Liam","2021-07-30","16","25.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2376","86.4","87.58","2","2","2","1.2","6.90","121","157","106","155","302","314","297"
"4",621249,"Underwood Jr., Duane","2021-05-16","11","36.4",,,,,,,,,,,,"2333","81.5","81.85","0","0","4","0.4","6.63","96","153","107","149","310","317","283"
"4",527048,"Pérez, Martín","2021-07-30","72","5.6",,,,,,,,,,,,"2510","79.1","78.65","0","0","4","-0.4","6.23","112","170","125","154","304","337","299"
"4",521230,"Hendriks, Liam","2021-07-25","20","20.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2181","86.2","87.10","1","1","3","0.9","6.65","93","149","113","148","307","305","292"
"4",571901,"Loup, Aaron","2021-05-08","23","17.4","0.000","0.000","0.000","0.000","0.000","0.460","0.511","0","1","63.4","20.0","2471","75.3","73.65","1","2","2","-1.6","5.95","108","160","106","153","286","319","304"
"4",676969,"de Geus, Brett","2021-07-24","21","19.0","0.000","0.000","0.000","0.000","0.000","0.088","0.049","0","2","98.2","40.0","2173","82.2","81.75","1","4","0","-0.4","6.00","113","153","119","148","290","324","296"
"4",669952,"White, Mitch","2021-05-28","15","26.7",,,,,,,,,,,,"2546","84.1","84.18","1","1","3","0.1","6.25","112","151","118","155","295","318","301"
"4",621249,"Underwood Jr., Duane","2021-06-08","14","28.6","0.000","0.000","0.000","0.000","0.241","0.450","0.322","0","2","97.9","25.0","2457","81.0","80.90","0","2","2","-0.1","6.35","116","153","132","151","313","318","296"
"4",476595,"Luetge, Lucas","2021-08-28","13","30.8",,,,,,,,,,,,"2642","73.9","73.60","0","0","4","-0.3","6.30","117","156","121","150","307","326","294"
"4",605130,"Barlow, Scott","2021-10-03","12","33.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2519","79.0","79.38","2","3","1","0.4","6.65","115","172","129","154","306","327","314"
"4",625643,"López, Reynaldo","2021-07-16","37","10.8","0.000","0.000","0.000","0.000","0.000","0.243","0.270","0","1","97.2","-10.0","2506","76.9","76.40","0","4","0","-0.5","5.98","123","172","134","154","297","322","296"
"4",605130,"Barlow, Scott","2021-09-24","18","22.2","0.000","0.000","0.000","0.000","0.000","0.161","0.174","0","1","74.3","1.0","2637","78.7","79.08","0","1","3","0.4","6.90","117","152","133","151","291","324","308"
"4",476595,"Luetge, Lucas","2021-09-08","36","11.1","0.333","0.000","0.500","0.333","0.293","0.222","0.208","1","3","79.1","-14.5","2566","73.4","72.95","1","3","1","-0.4","6.18","115","150","123","144","303","319","274"
"4",608337,"Giolito, Lucas","2021-05-30","108","3.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2669","82.0","82.03","2","2","2","0.0","6.35","116","158","111","155","295","313","301"
"4",476595,"Luetge, Lucas","2021-09-19","26","15.4","1.000","0.000","1.000","1.000","0.879","0.535","0.594","1","1","101.2","7.0","2640","74.7","74.30","1","2","2","-0.4","6.25","103","150","124","145","299","333","289"
"4",527048,"Pérez, Martín","2021-06-13","38","10.5",,,,,,,,,,,,"2469","79.2","78.60","1","1","3","-0.6","5.58","111","154","127","148","287","323","302"
"4",519293,"Smith, Will","2021-08-10","16","25.0","0.000","0.000","0.000","0.000","0.000","0.007","0.006","0","1","70.0","65.0","2168","77.8","77.45","1","3","1","-0.3","6.05","110","149","117","146","305","332","300"
"4",608716,"Steckenrider, Drew","2021-07-10","12","33.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2016","79.8","79.25","1","3","1","-0.5","5.85","115","155","107","148","305","310","276"
"4",641154,"López, Pablo","2021-04-07","99","4.0","0.000","0.000","0.000","0.000","0.000","1.176","0.806","0","1","107.2","20.0","2437","80.2","80.88","0","1","3","0.7","6.78","111","154","116","149","304","318","300"
"4",489119,"Miley, Wade","2021-06-12","103","3.9",,,,,,,,,,,,"2297","73.3","72.80","0","1","3","-0.5","5.73","111","149","120","145","298","314","282"
"4",607625,"Lugo, Seth","2021-06-12","17","23.5",,,,,,,,,,,,"3252","78.2","76.83","0","1","3","-1.4","5.65","127","150","92","155","303","326","308"
"4",621052,"Reyes, Alex","2021-04-27","22","18.2",,,,,,,,,,,,"2857","79.7","78.63","0","2","2","-1.1","5.95","117","156","126","148","299","330","312"
"4",527048,"Pérez, Martín","2021-06-03","82","4.9","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2502","78.7","77.70","0","1","3","-1.0","5.73","118","164","130","149","290","343","294"
"4",608716,"Steckenrider, Drew","2021-06-06","13","30.8","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2219","80.4","80.15","1","2","2","-0.2","6.13","117","155","116","148","297","321","290"
"4",622446,"Rodriguez, Jefry","2021-08-12","12","33.3","0.000","0.000","0.000","0.000","0.000","0.002","0.002","0","2","88.4","47.0","2277","82.0","83.63","2","3","1","1.6","6.95","116","159","116","148","311","336","308"
"4",642048,"Saucedo, Tayler","2021-07-19","33","12.1","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2539","80.5","80.70","0","0","4","0.2","6.23","111","156","119","149","308","312","286"
"4",607625,"Lugo, Seth","2021-06-29","13","30.8","0.000","0.000","0.000","0.000","0.000","0.637","0.382","0","2","97.4","26.0","3238","78.8","77.60","0","3","1","-1.2","5.78","105","154","109","151","330","342","302"
"4",608716,"Steckenrider, Drew","2021-05-15","11","36.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2336","82.5","82.15","0","0","4","-0.3","5.88","114","155","105","148","302","323","283"
"4",676969,"de Geus, Brett","2021-09-14","28","14.3",,,,,,,,,,,,"2245","82.0","81.10","0","0","4","-0.9","5.48","119","147","137","149","291","322","299"
"4",642547,"Peralta, Freddy","2021-09-08","81","4.9",,,,,,,,,,,,"2164","77.3","78.50","0","1","3","1.2","7.08","104","154","108","147","299","320","299"
"4",607625,"Lugo, Seth","2021-07-10","22","18.2","0.000","0.000","0.000","0.000","0.000","0.071","0.079","0","1","77.7","-12.0","3215","76.7","75.20","1","3","1","-1.5","5.55","122","157","102","155","297","334","297"
"4",605135,"Bassitt, Chris","2021-06-13","104","3.8","0.000","0.000","0.000","0.000","0.231","0.255","0.026","0","2","67.2","-21.0","2338","71.0","70.58","1","2","2","-0.4","6.33","112","152","124","151","300","329","293"
"4",608716,"Steckenrider, Drew","2021-04-18","7","57.1","0.000","0.000","0.000","0.000","0.000","0.118","0.106","0","2","84.4","-10.5","2213","79.0","78.50","0","4","0","-0.5","5.93","112","154","112","149","296","322","294"
"4",607625,"Lugo, Seth","2021-07-23","17","23.5","0.000","0.000","0.000","0.000","0.000","0.303","0.332","0","1","81.0","3.0","3312","79.1","77.93","1","2","2","-1.2","5.83","106","151","116","146","305","335","294"
"4",642528,"Loáisiga, Jonathan","2021-08-29","22","18.2","0.000","0.000","0.000","0.000","0.000","0.010","0.010","0","2","82.1","36.0","2658","88.7","89.45","2","3","1","0.8","6.60","104","150","110","141","299","322","293"
"4",622446,"Rodriguez, Jefry","2021-08-22","25","16.0",,,,,,,,,,,,"2302","81.7","82.65","0","2","2","1.0","6.75","106","153","115","143","301","321","290"
"4",665661,"Spitzbarth, Shea","2021-08-04","21","19.0",,,,,,,,,,,,"2020","75.9","75.00","0","0","4","-0.9","5.78","87","148","119","143","304","321","305"
"4",605130,"Barlow, Scott","2021-09-20","17","23.5",,,,,,,,,,,,"2520","78.8","79.08","1","3","1","0.3","6.75","118","171","134","151","298","327","301"
"4",642528,"Loáisiga, Jonathan","2021-06-17","19","21.1","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2567","86.3","86.48","2","3","1","0.2","6.38","105","157","117","149","291","318","288"
"4",663770,"Evans, Demarcus","2021-06-05","31","12.9","1.000","1.000","1.000","2.000","1.242","0.737","0.777","1","1","92.8","16.0","2300","80.8","80.60","1","2","2","-0.2","6.28","119","162","125","151","307","335","299"
"4",607625,"Lugo, Seth","2021-08-14","14","28.6","0.000","0.000","0.000","0.000","0.000","0.064","0.050","0","1","81.6","-30.0","3263","78.7","76.70","0","2","2","-2.0","5.68","96","147","104","153","315","345","309"
"4",676969,"de Geus, Brett","2021-04-30","21","19.0",,,,,,,,,,,,"2574","82.6","81.50","0","0","4","-1.1","5.83","112","159","132","150","303","334","301"
"4",676969,"de Geus, Brett","2021-09-20","35","11.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2257","83.3","82.35","1","1","3","-0.9","5.78","119","159","131","153","298","324","295"
"4",622250,"Sborz, Josh","2021-06-18","21","19.0",,,,,,,,,,,,"2292","83.8","82.63","0","0","4","-1.2","5.80","99","119","92","117","295","327","295"
"4",642528,"Loáisiga, Jonathan","2021-05-21","22","18.2","1.000","0.000","1.000","1.000","0.879","0.339","0.377","1","1","56.6","33.0","2496","87.7","88.18","1","3","1","0.5","6.70","87","136","104","133","301","320","277"
"4",502043,"Gibson, Kyle","2021-09-14","77","5.2","0.000","0.000","0.000","0.000","0.000","0.434","0.477","0","1","107.2","-1.0","2416","79.3","79.88","0","2","2","0.6","6.70","120","151","106","149","291","323","289"
"4",607625,"Lugo, Seth","2021-08-28","9","44.4","0.500","0.000","0.500","0.500","0.440","0.440","0.459","1","2","90.3","0.0","3316","78.6","76.90","1","3","1","-1.7","5.55","114","168","113","153","294","332","299"
"4",592836,"Walker, Taijuan","2021-04-08","87","4.6",,,,,,,,,,,,"2508","76.3","75.30","0","0","4","-1.0","5.63","118","154","114","150","304","338","299"
"4",642528,"Loáisiga, Jonathan","2021-04-03","26","15.4","0.000","0.000","0.000","0.000","0.000","0.060","0.052","0","1","69.1","-25.0","2784","84.5","84.65","0","1","3","0.2","6.53","111","156","125","151","309","331","288"
"4",458676,"Lindblom, Josh","2021-04-04","56","7.1",,,,,,,,,,,,"2948","72.3","71.23","0","0","4","-1.1","6.08","115","143","103","151","300","323","300"
"4",452657,"Lester, Jon","2021-09-25","96","4.2",,,,,,,,,,,,"2384","70.9","70.53","1","2","2","-0.4","6.23","115","152","123","149","301","329","293"
"4",452657,"Lester, Jon","2021-09-15","94","4.3","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","1","70.3","68.0","2383","73.1","73.03","0","2","2","-0.1","6.23","95","148","114","141","297","325","292"
"4",452657,"Lester, Jon","2021-09-10","92","4.3","1.000","3.000",,"4.000","2.007","1.171","0.589","1","1","104.9","37.0","2395","71.2","71.18","0","2","2","0.0","6.23","117","164","123","151","307","321","300"
"4",607625,"Lugo, Seth","2021-09-12","19","21.1","0.000","0.000","0.000","0.000","0.000","0.343","0.309","0","1","94.1","20.0","3294","81.7","80.48","0","2","2","-1.2","5.75","113","161","115","146","316","330","304"
"4",607625,"Lugo, Seth","2021-09-15","12","33.3","1.000","3.000",,"4.000","2.007","0.388","0.206","1","1","98.5","36.0","3119","78.3","76.95","2","3","1","-1.3","5.55","117","166","107","150","302","328","299"
"4",650556,"Abreu, Bryan","2021-08-29","37","10.8","0.000","0.000","0.000","0.000","0.361","0.415","0.120","0","1","76.3","35.0","2770","87.7","87.40","0","1","3","-0.3","6.20","111","139","97","142","291","317","297"
