"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"4",657097,"Webb, Jacob","2021-05-21","18","22.2","0.500","0.000","0.500","0.500","0.440","0.185","0.200","1","2","78.8","-28.5","2674","81.9","81.43","0","3","1","-0.5","5.95","117","148","144","150","301","309","283"
"4",592233,"Crichton, Stefan","2021-04-18","14","28.6","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2513","77.3","76.85","0","0","4","-0.4","6.03","103","153","119","149","304","323","304"
"4",501593,"Avilán, Luis","2021-04-09","17","23.5",,,,,,,,,,,,"2182","76.1","74.48","0","1","3","-1.6","5.08","108","166","123","152","304","318","304"
"4",607231,"Gant, John","2021-06-06","80","5.0","0.000","0.000","0.000","0.000","0.000","0.279","0.149","0","1","102.4","43.0","2525","75.0","75.03","1","2","2","0.0","6.43","118","165","128","148","298","314","303"
"4",607231,"Gant, John","2021-04-18","88","4.5",,,,,,,,,,,,"2445","73.2","72.75","0","0","4","-0.4","6.35","111","155","119","151","298","335","301"
"4",605242,"Fulmer, Michael","2021-09-21","25","16.0",,,,,,,,,,,,"2519","79.2","79.20","0","0","4","0.0","6.20","121","181","120","149","298","352","301"
"4",670280,"Bednar, David","2021-09-06","16","25.0","0.000","0.000",,"0.000","0.000","0.000",,"0","3",,,"2457","78.3","77.98","3","3","1","-0.3","6.10","116","150","116","153","296","318","301"
"4",643778,"Webb, Tyler","2021-04-28","33","12.1","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0","1","55.5","74.0","2232","74.8","74.93","0","2","2","0.1","6.38","120","153","121","148","297","323","302"
"4",592233,"Crichton, Stefan","2021-05-31","13","30.8",,,,,,,,,,,,"2569","78.0","77.28","0","1","3","-0.7","6.00","103","154","112","154","308","336","297"
"4",608718,"Suter, Brent","2021-06-03","28","14.3",,,,,,,,,,,,"2325","81.1","41.43","0","2","2","-39.7","6.80","115","164","120","149","299","327","298"
"4",608723,"Voth, Austin","2021-05-18","16","25.0",,,,,,,,,,,,"2877","77.4","76.95","0","0","4","-0.4","6.03","115","163","143","127","293","317","291"
"4",608334,"Fulmer, Carson","2021-04-18","10","40.0","0.000","0.000","0.000","0.000","0.000","0.206","0.175","0","2","99.0","20.0","2722","82.3","82.35","1","2","2","0.1","6.28","117","160","116","149","291","311","276"
"4",592233,"Crichton, Stefan","2021-06-06","13","30.8","0.000","0.000","0.000","0.000","0.000","0.067","0.069","0","1","75.0","55.0","2548","76.9","76.25","0","1","3","-0.6","5.75","113","154","127","149","312","316","289"
"4",605240,"Fry, Jace","2021-09-16","25","16.0",,,,,,,,,,,,"2244","79.4","78.30","0","0","4","-1.1","5.63","102","153","126","144","298","327","290"
"4",656876,"Rasmussen, Drew","2021-08-17","56","7.1",,,,,,,,,,,,"2649","80.6","80.60","0","2","2","0.0","6.58","112","153","112","154","300","327","296"
"4",608723,"Voth, Austin","2021-05-30","22","18.2",,,,,,,,,,,,"2984","78.1","77.18","0","0","4","-0.9","6.08","112","170","137","141","310","328","317"
"4",676596,"Fleming, Josh","2021-05-06","67","6.0",,,,,,,,,,,,"1915","77.8","77.70","0","1","3","-0.1","6.30","113","160","125","153","307","328","308"
"4",543766,"Shaw, Bryan","2021-09-12","24","16.7",,,,,,,,,,,,"2271","83.0","82.00","1","1","3","-1.0","5.55","120","171","147","154","298","314","299"
"4",656876,"Rasmussen, Drew","2021-09-01","74","5.4","0.000","0.000","0.000","0.000","0.000","0.013","0.014","0","1","73.3","60.0","2607","79.7","79.53","1","2","2","-0.2","6.63","118","154","126","155","296","324","303"
"4",664948,"Misiewicz, Anthony","2021-07-30","4","100.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2775","79.7","78.73","2","2","2","-1.0","5.83","126","157","128","154","292","319","305"
"4",676596,"Fleming, Josh","2021-07-30","99","4.0",,,,,,,,,,,,"1731","77.3","77.65","1","2","2","0.4","6.58","112","149","108","152","306","321","297"
"4",623167,"Flexen, Chris","2021-07-04","81","4.9","0.000","0.000","0.000","0.000","0.000","0.220","0.186","0","2","99.4","32.5","2729","78.8","78.15","0","3","1","-0.6","5.73","100","156","113","147","294","322","302"
"4",542881,"Anderson, Tyler","2021-06-09","92","4.3",,,,,,,,,,,,"2367","74.9","74.60","0","2","2","-0.3","5.85","111","151","131","151","307","322","289"
"4",605507,"Thompson, Zach","2021-09-28","20","20.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2305","78.3","78.20","1","1","3","-0.1","6.15","88","140","115","145","291","315","283"
"4",543294,"Hendricks, Kyle","2021-04-18","74","5.4",,,,,,,,,,,,"2823","72.8","71.58","0","0","4","-1.2","5.75","105","138","101","138","302","346","303"
"4",622065,"Young, Alex","2021-05-18","21","19.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2369","82.1","80.85","1","1","3","-1.2","5.48","125","169","131","161","303","325","301"
"4",608723,"Voth, Austin","2021-06-06","24","16.7","0.000","0.000","0.000","0.000","0.000","0.035","0.039","0","2","90.2","12.5","2999","79.3","78.33","0","3","1","-1.0","6.08","120","173","146","140","298","332","304"
"4",542882,"Andriese, Matt","2021-04-17","43","9.3",,,,,,,,,,,,"2773","80.3","79.13","0","2","2","-1.2","5.80","104","154","117","145","279","327","297"
"4",502624,"Anderson, Chase","2021-05-31","35","11.4",,,,,,,,,,,,"2062","77.2","76.03","0","1","3","-1.2","5.70","104","134","99","138","293","316","307"
"4",592314,"Foltynewicz, Mike","2021-05-18","76","5.3","1.000","0.000","1.000","1.000","0.879","0.816","0.874","1","1","87.0","17.0","2339","78.0","77.95","0","2","2","0.0","6.20","97","160","132","146","302","336","304"
"4",656794,"Newcomb, Sean","2021-05-16","24","16.7",,,,,,,,,,,,"3120","80.8","79.10","1","3","1","-1.7","5.73","109","146","112","150","287","305","293"
"4",607455,"Banda, Anthony","2021-08-08","18","22.2",,,,,,,,,,,,"2105","80.1","79.65","0","0","4","-0.4","6.08","97","168","132","151","287","317","297"
"4",592314,"Foltynewicz, Mike","2021-06-11","58","6.9","1.000","3.000",,"4.000","2.007","1.825","0.911","1","1","105.2","31.0","2241","77.9","77.98","0","1","3","0.1","6.05","115","148","114","144","296","326","299"
"4",543135,"Eovaldi, Nathan","2021-06-14","81","4.9","0.000","0.000","0.000","0.000","0.000","0.014","0.011","0","1","88.1","48.0","2166","79.2","79.60","1","3","1","0.4","6.50","124","158","119","154","278","326","310"
"4",607536,"Freeland, Kyle","2021-09-01","21","19.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2219","77.7","78.00","1","2","2","0.3","6.53","97","152","128","145","313","336","296"
"4",623485,"Goudeau, Ashton","2021-08-08","25","16.0",,,,,,,,,,,,"2387","76.6","76.83","0","0","4","0.2","6.20","118","153","135","148","323","336","306"
"4",615698,"Quantrill, Cal","2021-07-17","85","4.7",,,,,,,,,,,,"2440","81.5","81.90","0","1","3","0.4","6.35","123","168","126","154","296","323","302"
"4",593833,"Suero, Wander","2021-06-06","14","28.6","0.000","0.000","0.000","0.000","0.000","0.201","0.210","0","1","63.1","9.0","2646","78.8","78.33","1","3","1","-0.5","6.20","115","155","117","154","310","319","280"
"4",594835,"Gonzales, Marco","2021-08-12","108","3.7","1.000","0.000","1.000","1.000","0.879","0.408","0.449","1","1","97.9","1.0","2297","75.4","75.30","0","2","2","-0.1","6.10","122","151","104","153","288","323","296"
"4",615698,"Quantrill, Cal","2021-06-19","77","5.2","0.000","0.000","0.000","0.000","0.000","0.191","0.194","0","3","80.4","21.0","2273","80.5","80.78","0","4","0","0.3","6.28","124","160","113","153","296","317","299"
"4",608723,"Voth, Austin","2021-06-26","16","25.0","1.000","1.000","1.000","2.000","1.242","0.579","0.643","1","1","98.2","9.0","2974","77.9","76.83","0","1","3","-1.1","6.00","116","158","130","146","305","310","286"
"4",650382,"Hernandez, Darwinzon","2021-05-04","19","21.1",,,,,,,,,,,,"2880","78.9","78.48","0","1","3","-0.4","6.53","103","153","103","145","281","326","292"
"4",543766,"Shaw, Bryan","2021-05-27","24","16.7","0.500","0.500","1.000","1.000","0.621","0.018","0.020","1","2","78.0","39.0","2240","82.1","80.65","2","3","1","-1.4","5.65","107","169","131","155","282","330","305"
"4",608717,"Stratton, Chris","2021-06-14","12","33.3","0.000","0.000","0.000","0.000","0.000","0.332","0.362","0","2","74.4","30.0","3117","79.9","80.30","0","2","2","0.4","6.60","97","157","127","144","306","321","295"
"4",608379,"Wacha, Michael","2021-04-27","69","5.8",,,,,,,,,,,,"2082","74.9","74.83","0","1","3","-0.1","6.70","108","161","106","161","303","325","298"
"4",615698,"Quantrill, Cal","2021-09-27","94","4.3",,,,,,,,,,,,"2486","80.2","80.75","1","3","1","0.6","6.45","118","157","115","150","291","313","293"
"4",643493,"Pruitt, Austin","2021-08-24","26","15.4","0.000","0.000","0.000","0.000","0.000","0.096","0.099","0","2","95.0","-22.0","2903","81.2","79.78","0","2","2","-1.4","5.45","116","152","115","153","303","303","274"
"4",667297,"Nance, Tommy","2021-06-11","20","20.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2855","86.7","86.28","1","1","3","-0.4","6.08","116","160","115","150","300","324","304"
"4",643493,"Pruitt, Austin","2021-07-30","15","26.7",,,,,,,,,,,,"2895","81.1","79.63","1","1","3","-1.5","5.33","102","159","123","154","311","315","295"
"4",608717,"Stratton, Chris","2021-09-11","16","25.0",,,,,,,,,,,,"3155","80.6","80.75","0","0","4","0.2","6.60","113","154","111","152","307","320","288"
"4",642233,"Yardley, Eric","2021-04-04","10","40.0","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2626","72.2","71.05","2","2","2","-1.1","6.03","106","156","128","146","303","321","301"
"4",501789,"Harris, Will","2021-05-15","16","25.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2714","80.0","79.78","1","2","2","-0.2","6.70","117","152","130","147","308","325","294"
"4",519151,"Pressly, Ryan","2021-09-19","12","33.3","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"3212","81.6","80.48","1","1","3","-1.1","5.90","114","164","120","153","290","321","301"
"4",608723,"Voth, Austin","2021-07-03","13","30.8",,,,,,,,,,,,"3034","79.9","79.28","1","1","3","-0.6","6.13","121","168","146","138","295","320","316"
"4",519151,"Pressly, Ryan","2021-09-03","15","26.7","0.000","0.000","0.000","0.000","0.346","0.378","0.040","0","1","95.3","39.0","3176","82.6","81.95","0","1","3","-0.6","6.08","118","158","124","149","292","318","295"
"4",622250,"Sborz, Josh","2021-08-30","19","21.1","0.000","0.000","0.000","0.000","0.000","0.300","0.308","0","2","97.4","-4.5","1908","84.1","83.55","0","2","2","-0.5","5.85","124","165","141","145","310","336","307"
"4",519151,"Pressly, Ryan","2021-08-30","15","26.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3185","82.3","81.28","0","1","3","-1.0","5.98","88","133","118","144","305","320","296"
"4",501789,"Harris, Will","2021-05-18","22","18.2","0.000","0.000","0.000","0.000","0.000","0.076","0.066","0","2","91.0","-11.0","2556","78.3","78.55","1","2","2","0.3","6.68","95","150","119","150","303","308","296"
"4",622608,"Senzatela, Antonio","2021-10-02","40","10.0",,,,,,,,,,,,"2206","79.4","78.80","0","1","3","-0.6","5.95","105","150","117","151","281","317","309"
"4",519151,"Pressly, Ryan","2021-08-11","19","21.1","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3169","81.0","79.70","1","2","2","-1.3","5.90","98","144","126","150","289","317","290"
"4",656353,"Davidson, Tucker","2021-06-15","53","7.5",,,,,,,,,,,,"2417","77.1","76.63","0","0","4","-0.5","5.88","103","150","112","143","326","324","287"
"4",622608,"Senzatela, Antonio","2021-09-03","83","4.8","0.500","0.000","0.500","0.500","0.440","1.072","0.877","1","2","99.7","16.0","2035","78.4","78.20","1","3","1","-0.2","5.88","116","153","117","150","310","347","313"
"4",622250,"Sborz, Josh","2021-08-26","13","30.8",,,,,,,,,,,,"1916","82.4","82.10","0","0","4","-0.3","5.98","106","152","122","136","307","316","296"
"4",519151,"Pressly, Ryan","2021-08-07","11","36.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3204","80.7","79.70","3","3","1","-1.0","6.00","120","154","110","153","283","321","290"
"4",502179,"Espino, Paolo","2021-05-17","19","21.1","0.000","0.000","0.000","0.000","0.000","0.217","0.217","0","1","88.5","22.0","3099","70.7","70.65","0","2","2","0.0","6.75","109","156","115","152","304","324","283"
"4",622608,"Senzatela, Antonio","2021-07-07","105","3.8",,,,,"0.692","0.692",,"0","0",,,"2168","79.7","79.25","0","1","3","-0.4","6.05","121","157","131","151","287","328","307"
"4",519151,"Pressly, Ryan","2021-07-01","17","23.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3260","81.7","80.75","2","2","2","-0.9","5.93","120","152","123","152","291","318","291"
"4",667297,"Nance, Tommy","2021-06-08","17","23.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2787","85.8","84.73","1","2","2","-1.1","5.95","97","161","114","150","292","321","292"
"4",519151,"Pressly, Ryan","2021-06-27","14","28.6",,,,,,,,,,,,"3272","82.9","81.98","0","1","3","-0.9","5.93","121","156","109","152","303","332","292"
"4",622608,"Senzatela, Antonio","2021-06-26","98","4.1",,,,,,,,,,,,"2123","79.1","78.75","0","0","4","-0.3","5.98","113","151","120","149","286","316","301"
"4",519151,"Pressly, Ryan","2021-06-19","12","33.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3156","81.1","80.00","1","2","2","-1.1","5.88","129","177","123","157","293","329","300"
"4",592836,"Walker, Taijuan","2021-08-03","93","4.3","0.000","0.000","0.000","0.000","0.000","0.148","0.117","0","2","88.5","-4.0","2210","76.7","75.98","0","2","2","-0.7","5.95","121","171","125","152","285","325","294"
"4",554340,"Garcia, Yimi","2021-07-31","14","28.6","0.000","0.000","0.000","0.000","0.000","0.057","0.043","0","3","86.4","50.0","2738","83.4","82.85","2","4","0","-0.5","5.85","121","172","134","154","293","324","295"
"4",519151,"Pressly, Ryan","2021-06-11","20","20.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3237","82.0","81.33","1","2","2","-0.7","5.93","123","151","113","155","282","319","295"
"4",519151,"Pressly, Ryan","2021-06-02","19","21.1",,,,,,,,,,,,"3237","82.7","81.48","2","3","1","-1.2","5.95","96","140","111","147","282","329","297"
"4",608718,"Suter, Brent","2021-04-12","13","30.8","0.000","0.000","0.000","0.000","0.000","0.119","0.111","0","2","57.6","-43.0","2236","76.3","76.95","0","2","2","0.7","6.75","126","170","125","155","301","322","305"
"4",519151,"Pressly, Ryan","2021-05-13","15","26.7",,,,,,,,,,,,"3254","82.6","81.28","0","1","3","-1.3","5.80","119","151","114","155","280","325","293"
"4",518489,"Brasier, Ryan","2021-09-03","21","19.0","0.000","0.000","0.000","0.000","0.000","0.231","0.237","0","1","83.6","1.0","2387","76.4","77.25","0","1","3","0.9","6.95","114","154","127","166","277","321","315"
"4",607192,"Glasnow, Tyler","2021-06-14","53","7.5","0.000","0.000","0.000","0.000","0.000","0.031","0.031","0","3","69.5","-43.0","2896","83.9","85.03","1","3","1","1.1","7.18","116","151","119","149","297","322","286"
"4",608718,"Suter, Brent","2021-04-13","20","20.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2223","77.7","78.65","1","2","2","1.0","6.98","114","164","124","150","302","324","297"
"4",622250,"Sborz, Josh","2021-04-03","12","33.3",,,,,"0.692","0.692",,"0","0",,,"2012","80.4","79.18","0","1","3","-1.2","5.70","121","173","122","149","295","330","313"
"4",623474,"Herget, Jimmy","2021-08-07","16","25.0","0.000","0.000","0.000","0.000","0.000","0.013","0.014","0","1","83.6","50.0","2561","72.3","70.63","1","2","2","-1.7","5.25","94","147","114","149","308","327","285"
"4",607455,"Banda, Anthony","2021-08-05","11","36.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2114","80.4","80.25","2","2","2","-0.1","6.20","122","165","128","151","298","321","300"
"4",620396,"Aguilar, Miguel","2021-08-01","16","25.0","0.000","0.000","0.000","0.000","0.000","0.084","0.080","0","1","77.3","45.0","2465","81.1","80.30","0","3","1","-0.8","5.88","120","151","121","154","296","327","293"
"4",519151,"Pressly, Ryan","2021-04-06","29","13.8","0.500","0.000","0.500","0.500","0.440","0.162","0.180","1","2","87.0","0.0","3214","81.7","80.65","0","4","0","-1.0","5.90","117","155","108","152","305","316","283"
"4",670950,"Richards, Trevor","2021-08-01","22","18.2","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2090","84.8","84.58","1","2","2","-0.2","6.38","116","157","126","151","293","322","298"
"4",608379,"Wacha, Michael","2021-08-14","92","4.3",,,,,,,,,,,,"2263","76.3","76.48","2","2","2","0.2","6.45","114","159","111","150","307","328","302"
"4",547001,"Poteet, Cody","2021-06-04","58","6.9","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3030","79.4","78.28","1","2","2","-1.1","5.63","121","148","101","153","299","310","282"
"4",456501,"Cueto, Johnny","2021-06-25","102","3.9","0.500","0.000","0.500","0.500","0.440","0.178","0.188","1","2","86.9","-42.0","2215","78.9","77.88","0","3","1","-1.0","5.60","111","151","128","128","288","311","283"
"4",623474,"Herget, Jimmy","2021-08-02","18","22.2","0.000","0.000","0.000","0.000","0.000","0.103","0.107","0","3","83.7","23.0","2453","73.8","71.90","1","3","1","-1.9","5.10","120","158","122","151","315","325","287"
"4",670950,"Richards, Trevor","2021-08-07","17","23.5",,,,,,,,,,,,"2108","84.7","84.43","0","3","1","-0.3","6.28","122","164","120","149","278","312","303"
"4",670950,"Richards, Trevor","2021-08-14","12","33.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2041","84.3","84.78","2","2","2","0.5","6.35","99","152","115","142","300","318","269"
"4",607455,"Banda, Anthony","2021-09-29","18","22.2",,,,,"0.707","0.707",,"0","0",,,"2027","82.2","81.58","0","0","4","-0.6","6.20","120","147","118","153","301","319","297"
"4",614179,"Ruiz, José","2021-09-23","15","26.7","0.667","0.000","0.667","0.667","0.586","0.536","0.562","2","3","93.9","12.0","2329","84.9","84.58","0","3","1","-0.3","5.95","99","141","105","147","292","301","280"
"4",683232,"Mears, Nick","2021-09-26","17","23.5","1.000","0.000","1.000","1.000","0.879","0.189","0.200","1","1","84.9","-7.0","2162","78.6","79.20","0","3","1","0.6","6.80","99","147","113","147","290","321","285"
"4",664141,"Brubaker, JT","2021-09-04","51","7.8","0.667","0.333","1.000","1.000","0.707","0.396","0.432","2","3","73.9","20.5","2786","80.6","79.88","1","3","1","-0.7","5.88","106","150","123","149","292","333","311"
"4",573186,"Stroman, Marcus","2021-04-30","64","6.3",,,,,,,,,,,,"2530","79.6","78.40","1","1","3","-1.2","5.60","124","152","114","152","297","331","295"
"4",670950,"Richards, Trevor","2021-08-26","19","21.1","0.000","0.000","0.000","0.000","0.000","0.709","0.546","0","1","103.1","19.0","2047","84.3","83.75","0","1","3","-0.5","6.23","116","156","121","149","310","314","290"
"4",670950,"Richards, Trevor","2021-08-28","9","44.4",,,,,,,,,,,,"2032","84.6","84.68","1","2","2","0.1","6.30","86","151","110","141","291","307","288"
"4",664074,"Ponce, Cody","2021-09-16","35","11.4","0.000","0.000","0.000","0.000","0.000","0.534","0.129","0","1","82.8","-6.5","2136","81.1","82.10","0","2","2","1.0","6.98","111","143","124","143","308","323","297"
"4",656731,"Megill, Tylor","2021-06-23","92","4.3",,,,,,,,,,,,"2030","76.8","77.48","0","0","4","0.7","6.83","113","162","106","153","294","332","300"
"4",608718,"Suter, Brent","2021-04-21","22","18.2","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2195","73.6","73.88","1","1","3","0.3","6.63","116","151","120","154","302","326","302"
"4",593833,"Suero, Wander","2021-07-16","28","14.3","1.000","0.000","1.000","1.000","0.879","0.393","0.400","1","1","108.3","-7.0","2407","79.9","80.15","0","2","2","0.3","6.38","102","154","127","143","311","320","301"
"4",670950,"Richards, Trevor","2021-09-19","21","19.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2119","84.5","84.78","1","1","3","0.3","6.30","108","157","126","149","307","335","306"
"4",656731,"Megill, Tylor","2021-08-02","94","4.3","0.000","0.000","0.000","0.000","0.000","0.052","0.058","0","1","82.1","-36.0","2160","79.9","80.90","0","1","3","1.0","7.13","120","163","120","151","292","317","310"
"4",656731,"Megill, Tylor","2021-08-07","79","5.1",,,,,,,,,,,,"2107","79.8","81.20","0","0","4","1.4","7.03","119","159","92","152","294","328","302"
"4",592831,"Wade, Konner","2021-10-02","59","6.8",,,,,,,,,,,,"1878","78.6","77.35","0","0","4","-1.2","5.38","115","153","124","149","305","323","296"
"4",594987,"Sadler, Casey","2021-04-01","16","25.0",,,,,,,,,,,,"3012","79.8","78.58","0","1","3","-1.2","5.78","116","163","118","151","291","331","305"
"4",592644,"Plutko, Adam","2021-06-15","44","9.1","0.500","0.000","0.500","0.500","0.440","0.422","0.443","1","2","95.6","21.0","3005","76.6","75.93","0","2","2","-0.7","5.93","121","154","118","153","289","312","301"
"4",594987,"Sadler, Casey","2021-04-13","25","16.0",,,,,,,,,,,,"2640","80.6","79.63","0","2","2","-1.0","5.90","108","155","122","151","312","341","294"
"4",656731,"Megill, Tylor","2021-09-04","96","4.2","0.000","0.000","0.000","0.000","0.000","0.219","0.226","0","1","86.4","-7.0","2184","81.7","83.53","0","1","3","1.8","7.13","123","154","106","151","297","321","301"
"4",592644,"Plutko, Adam","2021-06-05","41","9.8","1.000","0.000","1.000","1.000","0.879","0.238","0.256","1","1","91.4","-5.0","2944","78.3","77.85","1","3","1","-0.4","6.05","111","150","107","151","294","321","304"
"4",608717,"Stratton, Chris","2021-07-11","12","33.3","0.500","0.000","0.500","0.500","0.440","0.634","0.667","1","2","88.1","12.5","3057","79.5","79.98","0","2","2","0.5","6.40","115","146","105","152","295","331","317"
"4",608717,"Stratton, Chris","2021-07-31","16","25.0","1.000","0.000","1.000","1.000","0.879","0.705","0.749","1","1","106.8","9.0","3179","81.7","81.83","0","1","3","0.1","6.50","117","156","129","151","302","317","288"
"4",622065,"Young, Alex","2021-09-10","22","18.2",,,,,,,,,,,,"2462","83.4","82.60","0","1","3","-0.8","5.60","113","153","120","149","288","302","289"
"4",624427,"Gonsalves, Stephen","2021-09-05","16","25.0",,,,,,,,,,,,"2318","72.9","73.33","1","3","1","0.4","6.75","109","152","108","148","289","311","280"
"4",670950,"Richards, Trevor","2021-09-21","21","19.0",,,,,,,,,,,,"2148","84.3","84.13","0","0","4","-0.2","6.35","107","155","107","149","299","332","297"
"4",592644,"Plutko, Adam","2021-05-04","30","13.3",,,,,,,,,,,,"3023","77.2","76.23","0","0","4","-1.0","5.98","115","162","125","151","300","327","294"
"4",650668,"Mejía, Humberto","2021-09-20","94","4.3",,,,,,,,,,,,"2612","76.7","75.78","0","1","3","-0.9","5.70","122","159","125","153","302","329","302"
"4",519203,"Rizzo, Anthony","2021-04-28","15","26.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1795","58.4","57.73","1","1","3","-0.7","5.73","121","150","137","149","312","335","319"
"4",622250,"Sborz, Josh","2021-07-24","20","20.0",,,,,,,,,,,,"2006","83.4","82.35","1","2","2","-1.0","5.75","122","161","128","153","284","324","290"
"4",592644,"Plutko, Adam","2021-04-03","33","12.1","0.000","0.000","0.000","0.000","0.000","0.006","0.006","0","2","88.0","77.0","2824","77.1","75.98","1","2","2","-1.1","5.83","122","144","120","154","280","314","313"
"4",656529,"Hentges, Sam","2021-08-04","19","21.1","0.000","0.000","0.000","0.000","0.000","0.138","0.153","0","1","91.0","-10.0","2540","79.3","78.85","2","4","0","-0.4","6.55","106","163","135","150","291","317","295"
"4",607074,"Rodón, Carlos","2021-05-31","85","4.7",,,,,,,,,,,,"2230","77.4","77.50","0","0","4","0.1","6.18","104","149","108","150","299","318","291"
"4",433589,"Petit, Yusmeiro","2021-09-18","17","23.5","0.000","0.000","0.000","0.000","0.000","0.003","0.003","0","1","49.7","82.0","2113","77.9","78.90","0","2","2","1.0","6.95","112","154","119","151","309","313","279"
"4",650496,"Mejía, J.C.","2021-06-24","96","4.2",,,,,,,,,,,,"2561","80.3","79.80","0","0","4","-0.5","6.10","115","151","130","151","282","316","287"
"4",433589,"Petit, Yusmeiro","2021-09-14","22","18.2","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2090","77.8","78.53","1","1","3","0.7","6.70","103","146","117","148","304","329","309"
"4",663460,"Bubic, Kris","2021-06-22","21","19.0","0.000","0.000","0.000","0.000","0.000","0.105","0.117","0","1","69.0","-43.0","2597","78.5","78.43","0","2","2","-0.1","6.35","116","157","124","145","306","324","295"
"4",502624,"Anderson, Chase","2021-05-24","16","25.0","0.000","0.000","0.000","0.000","0.000","0.112","0.121","0","1","89.4","-12.0","1889","74.9","73.50","0","1","3","-1.4","5.65","119","149","107","146","298","317","303"
"4",608718,"Suter, Brent","2021-05-31","20","20.0","0.000","0.000","0.000","0.000","0.000","0.484","0.346","0","1","96.5","25.0","2258","79.1","79.60","0","2","2","0.5","6.68","109","154","116","149","296","329","299"
"4",608717,"Stratton, Chris","2021-09-07","14","28.6","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3123","80.0","80.38","2","3","1","0.4","6.65","92","143","103","146","307","320","288"
"4",433589,"Petit, Yusmeiro","2021-08-16","15","26.7","0.000","0.000","0.000","0.000","0.000","1.374","0.697","0","1","62.8","27.0","2036","75.2","76.28","0","4","0","1.1","6.90","109","145","117","138","307","330","292"
"4",433589,"Petit, Yusmeiro","2021-08-14","8","50.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1972","74.9","75.63","1","1","3","0.7","6.83","119","151","123","151","318","342","307"
"4",608717,"Stratton, Chris","2021-08-03","21","19.0","0.000","0.000","0.000","0.000","0.000","0.084","0.066","0","2","83.9","22.0","3094","80.2","80.15","0","2","2","0.0","6.38","113","151","113","151","296","317","283"
"4",592866,"Williams, Trevor","2021-05-02","72","5.6","1.000","3.000",,"4.000","2.007","0.475","0.374","1","1","99.1","21.0","2236","77.6","78.38","0","2","2","0.8","6.68","116","170","114","146","291","338","298"
"4",621112,"Blackburn, Paul","2021-10-02","54","7.4","0.500","1.500",,"2.000","1.003","0.952","0.490","1","2","108.6","24.0","2575","79.9","79.10","1","2","2","-0.8","6.00","114","139","129","151","288","327","296"
"4",548384,"Raley, Brooks","2021-04-25","21","19.0","0.000","0.000","0.000","0.000","0.000","0.096","0.089","0","1","84.4","-16.0","2946","78.4","76.50","0","2","2","-1.9","5.28","105","150","117","150","282","318","280"
"4",518774,"Harvey, Matt","2021-04-26","84","4.8","0.500","0.500","0.500","1.000","0.621","0.321","0.345","1","2","105.5","25.0","2509","80.1","79.40","1","4","0","-0.7","6.00","113","150","119","149","307","329","300"
"4",573204,"Thielbar, Caleb","2021-04-08","20","20.0","0.500","0.000","1.000","0.500","0.440","0.325","0.299","1","2","98.7","16.0","2408","69.4","69.25","0","1","3","-0.1","6.23","114","152","123","148","309","329","295"
"4",607455,"Banda, Anthony","2021-09-17","27","14.8",,,,,,,,,,,,"2141","81.2","80.53","1","4","0","-0.7","6.03","110","158","127","151","302","319","307"
"4",657240,"Merryweather, Julian","2021-09-22","21","19.0","0.500","0.000","0.500","0.500","0.440","0.178","0.189","1","2","76.5","-40.0","2393","79.4","79.33","0","2","2","-0.1","6.65","117","157","202","136","320","334","304"
